jobTitle,companyName,location,datePosted,appStatus,description,seniorityLevel,employmentType,jobFunction,industries,dependenceRatio,independenceRatio
Delivery Manager,Toptal,Russia,2021-10-02,< 25 applicants,toptal toptal global network top talent business design technology enables companies scale teams million annual revenue 40 growth toptal largest fully distributed workforce world take best elements virtual teams combine support structure encourages innovation social interaction fun see video huffington post see borders move fast pace never afraid break mold position description delivery manager responsible working closely toptal sales projects teams secure new clients scope projects plan resources primary point contact new clients responsible delivering client experiences expanding magnitude client relationships smb enterprise space serving primary escalation point clients needed excel position strong background delivering digital products solid understanding software development using agile methodologies remote position done anywhere united states canada due remote nature role unable provide visa sponsorship resumes communication must submitted english responsibilities work toptal sales teams secure new clients work toptal talent team identify secure resources ensure right combinations expertise skill set client project manage team toptal project managers developers designers direct execution delivery client projects needed brainstorm execute initiatives new business development ensure projects delivered successfully according toptal process methodology quality standards manage client expectations ensure clients provide necessary inputs entire project lifecycle work appropriate teams toptal fully resolve client issues may arise engagement build trusted advisor relationships toptal clients work toptal projects team handle overall project management time estimation resource scheduling including building project plans estimating quality quantity resources needed successful implementation prepare engagement revenue resource forecasts timesheets billing information reports constant communication team members via zoom slack first week expect onboard integrate toptal meet colleagues sales talent operational teams begin onboarding journey toptal first month expect learn delivery model shadow colleagues existing engagements begin leading project pursuits first three months expect lead project kickoffs teams built talent network first six months expect launch exciting new products clients around world first year expect established teams software development professionals established portfolio ongoing delivery initiatives learned digital product development could company requirements years experience working technology consulting software delivery management strong understanding technology software development years experience project manager using agile methodologies strong knack establishing growing strong working relationships clients experience working distributed teams including ability work effectively remote member dynamic distributed team tight deadlines exceptional organizational leadership skills must able thrive work environment excellent written oral communication skills must individual contributor thrive toptal tell people toptal use naproductcities midwest ussouth northeast natechcities ustech west europ,Mid-Senior level,Full-time,Management and Manufacturing,Internet,0.24,0.14
Senior Account Executive - Russian speaking,Adjust,Russia,2021-09-18,< 25 applicants,adjust mobile marketing analytics platform trusted marketers around world solutions measuring optimizing campaigns protecting user data adjust powers thousands apps intelligence automation backed responsive global customer support 2021 adjust acquired applovin leading marketing software company providing developers powerful integrated set solutions grow mobile apps role senior account executive based moscow eastern europe region responsible developing territory qualifying prospects managing opportunities closure main objective increase adjust market share eastern europe enjoy hunting winning new customer logos right candidate track record success wants make impact growing adjust market eastern europe responsibilities deliver acv quarterly annual quotas work achieve maximum account penetration sales within assigned territory develop relationships mobile partners promote adjust marketshare presence eastern europe master qualification selling using command message strategies sell adjust solutions consultative approach high energy environment methodically building managing accurate sales funnel pipeline comfortable negotiating contracts maintain accurate sfdc data accounts opportunities pipeline forecasts remain knowledgeable product roadmap industry changes competitive landscape feedback market opportunities trends play active role designing adjust strategy attend industry events leverage partnerships marketing content support bring years quota carrying closing experience similar sales roles saas technology companies mobile advertising proven track record consistent performance quota attainment strong selling competitive objection handling negotiation skills ability close deals contribute revenue growth empathetic customer needs seller capable morphing sales conversation fly depending room important moment adept using linkedin sales navigator etc manage accounts contacts opportunities throughout sales process willing collaborate team environment enthusiastic technology able understand present complex technical concepts clear concise manner variety audiences exceptional organization time management skills thrive change remaining highly optimistic coachable business fluent native speaker level excellent communication skills russian english opportunity make impact industry working leader space collaborative environment focus continuous learning onboarding program like learn product remotely pandemic onsite berlin hq education budget ongoing professional development continuous learning flexible work schedule vacation policy wfh program remote online events workouts coffee chats team events games etc details company culture perks found career page interested let talk,Mid-Senior level,Full-time,Sales and Business Development,"Computer Software, Marketing and Advertising, and Information Technology and Services",0.24,0.24
Application Engineer,Intel Corporation,Russia,2021-10-06,< 25 applicants,job description join competitive response team crt responsible support customers thru delivering software optimizations intel hardware seeking motivated hpc software applications engineer drive transformational performance leadership hpc intel dgpu position requires expertise software engineering skills applications performance development innovative algorithms ia encouraged ability implement prove upcoming new technologies intel discrete gpu large computing environments best performance intel architecture critical successful candidates must also possess good verbal written communication skills demonstrated ability work demanding environment also collaborating customers external hpc community qualifications master degree bachelor degree computer engineering computer science relevant engineering discipline years experience sw development performance analysis optimization demonstrated proficiency one programming language preferred required parallel programming mpi openmp simd relevant experience parallel programming models excellent customer communication collaboration skills creativity analytical skills deliver results quickly desired skills experience developing automation method using scripting languages bash python experience gpgpu programming significant plus well demonstrated innovations hpc dgpu algorithms publications hpc scientific domain expertise major domains like md livescience oil gas mf etc inside business group intel architecture graphics software iags brings intel technical strategy life embraced new reality competing product solution transistor one take pride reshaping status quo thinking exponentially achieve never done also built culture continuous learning persistent leadership provides opportunities practice perfection filter ambitious ideas execution locations russia moscow,Mid-Senior level,Full-time,Engineering and Information Technology,"Information Technology and Services, Computer Software, and Semiconductors",0.2,0.17
Senior Data Scientist,Boston Consulting Group (BCG),Russia,2021-09-18,< 25 applicants,senior data scientist firm profile since inception 1963 bcg forefront business management take pride seeing ideas successfully implemented many deepest client relationships companies transformed industries tradition transforming businesses industries continues motivate us today bcg gamma bcg gamma combines innovative skills computer science artificial intelligence statistics machine learning deep industry expertise bcg gamma team comprised data scientists business consultants specialize use advanced analytics get breakthrough business results teams full analytics end end framing new business challenges building designing innovative algorithms creating scale designing tools apps training colleagues clients new solutions bcg gamma chance work clients every bcg region every industry area also core member rapidly growing analytics enterprise bcg constellation teams focused driving practical results bcg clients applying leading edge analytics approaches data technology position profile looking passionate talented senior data scientist join rapidly growing team role chance roll sleeves apply data science methods analytics business situations across variety industries field advanced analytics rapidly evolving sds responsible staying current business applications tools approaches proactively working analytics leadership enhance offerings deliver competitive advantage bcg successful candidates intellectually curious builders biased toward action scrappy communicative also get chance travel clients new york paris stockholm make sure passport ready go deep technical data science expertise successful candidate wealth experience applying advanced analytics variety business situations efficiently effectively advise multiple teams best path uncovering critical insights clients autonomous passion analytics problem solving help build new analytics service offerings grow portfolio products captures proprietary content support creation documents comfortable managing engagements client relationships acting thought strong presence strong collaborator leadership skills ability operate effectively matrix organization must love building things comfortable working modern development tools writing code collaboratively bonus points software development devops experience significant experience applying advanced analytics variety business situations proven ability synthesize complex data well deep understanding modern machine learning techniques mathematical underpinnings able translate business implications clients strong project management skills job requirements master degree significant relevant experience providing advanced analytics solutions relevant phd computer science applied mathematics statistics machine learning related data centric field demonstrated deep technical data science expertise acute strategic analytical skills ability lead persuade drive energy desire work project based environment strategic issues strong record professional accomplishment leadership fluency least one scripting language python r fluency english local office language required work environment intellectually intense environment expect time spent traveling boston consulting group equal opportunity employer qualified applicants receive consideration employment without regard race color age religion sex sexual orientation gender identity expression national origin disability protected veteran status characteristic protected federal state local law applicable criminal histories considered manner consistent applicable state local laws,Mid-Senior level,Full-time,Consulting and Information Technology,Management Consulting,0.24,0.19
Plant Manager Deputy for HSE - Lipetsk,LANXESS,Russia,2021-09-18,27 applicants,lanxess leading speciality chemicals company based cologne around employees 33 countries established company global market primary expertise lies producing developing marketing chemical intermediates additives specialty chemicals plastics annual sales eur billion 2019 company responsible ensuring strict observance safety environmental social standards lanxess locations around world endeavor make sustainability focus employees establish sustainable solutions key areas also demonstrate supporting initiatives responsible carbon disclosure project listed dow jones sustainability index world europe ftse4good order achieve lanxess objectives operate within company performance culture includes value respect ownership trust professionalism integrity lanxess russia currently seeking strong motivated talented individuals appropriate experience position plant manager deputy hse lipetsk location lanxess russia lipetsk main responsibilities plant manager deputy hse ensures implementation corporate hse strategy site level ensuring legal compliance company standards achieved maintained plant manager deputy hse responsible health safety industrial safety fire safety environmental compliance site includes assessment implementation absent programs continued oversight administration existing hse programs interface departments ensure existing processes special projects compliance federal state local regulations plant manager deputy hse implements maintains environmental health safety machinery safety program involving hazard identification evaluation control prevention hazardous management emergency preparedness safety ergonomics industrial hygiene environmental regulatory compliance plant manager deputy hse reports directly plant manager head global technology interacts strongly facility managers supervisors plant employees give guidance hse matters plant manager deputy hse communicates actively global head technology bu rch head quarters bu mannheim bu hseq head quarters also interfaces local authorities main responsibilities occupational safety execution job safety analysis according company directives coordination hse issues related third parties ex maintanance definition personal protecting equipment implementation analysis accidents incidents environmental events prepare root cause analysis organization sanitary control workplace assessment implementation corrective actions incidents accidents reporting irs management review plant safety ensure compliance according lanxess directives documentation processes instructions according company guidelines coordination support hazops cooperation plant central functions hse documentation p id work permits management change forms management system implementation according iso support audits customers internal inspections related hse support define hse energy targets cooperation plant manager hse coordination general communication company head quarter organization russia germany support reporting processes within company according hse issues leading support creation plant specific instructions standard operation procedures checklists maintenance updating documentation according company guidelines management review hse legal compliance implementation maintenance legal cadastral register coordination third party suppliers external hse support execution legal required measures plant emission control regular reports local authorities etc internal hse control according local regulation requirements coordinating external consulting companies safety fire safety environmental management systems maintenance evaluation monitoring legislative company directive changes implementing plant training identifies hse training needs develop year hse training programme completion develop deliver hse training develop workshops briefings managers employees reporting communication collection analysis hse performance data prepare regular reports required weekly monthly annual ad hoc etc safety performance departmental kpis monitor performance targets identify recommend help implement action plans necessary provide support necessary help ensure safety culture improvement operator safety engagement collaboration operations team increase level accident near miss hazard reporting close associated actions identify ehss good practice inclusion company communications knowledge experience degree relevant technical engineering discipline additional education technological machinery safety technosfernaya bezopasnost additional education ecological safety waste handling training certification industrial safety a1 б1 years experience similar role industrial companies thorough knowledge ehs laws regulations practice standards ability build effective working relationships work part team effective communicator excellent presentation report writing skills ability liaise levels staff including senior managers operatives process orientation follows examines processes improvements aligns customer needs influence others asserts ideas persuade others gain support mobilize people take action experience iso internal auditing good knowledge english language mandatory writing speaking understanding desirable knowledge energy management offer compensation offer competitive compensation packages inclusive global bonus program individual performance bonus program comprehensive benefits provide mixture various benefits support financial security health wellbeing health programs life insurance medical care flexibility support maintaining balance working hours personal life global xwork program offer flexible working arrangements countries operate training development committed professional personal development encourage ongoing pursuit education training knowledge formal informal learning us talent matters welcome everyone commits values strongly believe including diverse perspectives makes us innovative enhances competitiveness therefore embrace uniqueness every single individual truly committed supporting people developing individual potential,Mid-Senior level,Full-time,"Other, Management, and Quality Assurance",Chemicals,0.36,0.36
Digital Marketing Manager EMEAI,,Russia,2021-09-25,< 25 applicants,21000lx1 description job title digital marketing manager emeai core responsibilities tasks digital marketing manager role supports teams responsible performance coating group website operations including development integrations technology updates across associated sites applications primary focus position support regional site operations teams marketing sales opportunities aligned performance coatings group goals position requires strong business technology knowledge coupled operational excellence mindset supports customer experience addition supporting strategic vision roadmap role contribute execution planned projects primary function support digital applications website operations including function optimizations technology updates needed support marketing sales assist maintenance current applications along new projects per digital roadmap provide author support training adobe cms including creation training guides recording training sessions onboarding new users assist site upgrades migrations adobe experience manager platform supporting divisional teams content project management etc identify applications features functions integrations monitored assist user acceptance testing updates needed partners digital site ops teams operations teams master data management security divisional leads etc supports regional teams identify new functionality development needs drives backlog prioritization functional roadmap assist creating reviewing maintaining project documentation including data integrations business requirements test cases training guides etc assist evaluation additional platforms integration optimization functionality additions etc documents new project requirements needed responsible defining testing ongoing maintenance data integrations work various platform data owners across organization define requirements identify risks timelines gaps etc serves primary point contact new features functionality incidental functions prioritize manage multiple projects simultaneously amid ambiguity proactively forge partnerships across ops teams marketing teams sales teams partners drive results efficiency scalability across organization perform task management reporting necessary assist projects may required contribute efficiency effectiveness work formal education position requirements preferred bachelor marketing equivalent required knowledge experience several years web operations experience demonstrating career progression increasing responsibilities basic html ability edit source code demonstrated experience managing maintaining dynamic authored pages various content management systems proven results project management environment requiring regular prioritization workload across growing team demonstrated ability work independently manage priorities content management systems experience includes adobe experience manager open cms deep understanding adobe experience cloud tools preferred html advanced ux experience required requirements working knowledge digital marketing process previous project management experience analytical experience welcome largest paints coatings company world 18 billion sales stores 140 manufacturing distribution centers worldwide employees across globe diverse innovative passionate variety rewarding challenging opportunities great place launch grow career find join us today basic qualification please note need existing right work country apply unable sponsor work permits visas please note sherwin williams unable respond enquiries accept cvs applications recruitment agencies equal opportunity equal opportunity employer qualified applicants receive consideration employment discriminated based race colour religion belief gender sexual orientation gender identity ethnic national origin disability age pregnancy maternity marital civil partner status consideration prohibited law primary location united locations united united united united united united work locations gbr reading office 220 wharfedale rd wokingham rg41 5tp travel yes 15 time job posting sep 23 2021 schedule respond ongoing req id 21000lx1,Mid-Senior level,Full-time,Marketing and Sales,"Information Technology and Services, Computer Software, and Management Consulting",0.32,0.19
Manager of Workforce Management,Gannett | USA TODAY NETWORK,Russia,2021-09-11,< 25 applicants,gannett nyse gci digitally focused media marketing solutions company committed empowering communities thrive unmatched reach national local level gannett touches lives millions winning content consumer experiences benefits advertiser products services current portfolio media assets includes usa today local media organizations 46 states newsquest wholly owned subsidiary operating united kingdom 120 local news media brands gannett also owns digital marketing services companies reachlocal upcurve wordstream marketed localiq brand runs largest events business usa today network ventures connect us visit manager workforce management gannett csc seeking manager workforce management manager workforce collaborates customer care leaders cms partners ensure best practices operational knowledge sharing work closely within customer care leadership team internal external develop initiate refine planning assumptions designed ensure customer satisfaction build subscriber retention including limited stop saver retention programs digital support corporate initiatives developed work location louisville ky remote responsibilities oversee ensure usage maintenance call models assigned environments deliver highest level call forecast accuracy oversee ensure usage maintenance fte capacity models assigned environment deliver highest level service level occupancy work closely rta teams generate schedules achieve goals assist leading capacity planning process assigned queues coordinate stakeholders finance operations training hr etc develop delivering best customer experience highest employee satisfaction best cost conduct analysis assigned queues identify opportunities improve service level cost employee satisfaction develop recommendations articulate strategies anticipated effectively stakeholders proactively identify hurdles achieve goals develop action plans mitigate impact escalates needed manage staff various workforce management activities forecasting scheduling capacity planning exercise consistent independent judgment discretion matters significance exhibit regular consistent punctual attendance requirements bachelor business communications call center management operations management equivalent combination education experience minimum years demonstrated call center operations workforce experience must strong organizational planning abilities effective communication skills oral written motivated customer centric approach excellent interpersonal skills internal external customers ability prepare deliverables reports accurately within time deadlines strong analytical skills excellent sales workforce management communication leadership management skills ability coordinate several tasks simultaneously proficient microsoft office applications detail oriented able react change productively knowledge pc applications project management tools powerpoint presentation skills proficient excel knowledge call center wfm genesys preferred however iex aspect etc positive position expected available support goals cms may require international travel employment contingent passing background check put together single document file includes following order eager learn fit role apply limit upload resume show us done resume one two pages cover letter outlines would approach job important items assembled single document uploaded pdf format completing steps ensure application receives highest consideration gannett proud equal opportunity employer drug free eeo employer committed diverse workforce consider qualified candidates regardless race color national origin sex age marital status personal appearance sexual orientation gender identity family responsibilities disability education political affiliation veteran status apply,Mid-Senior level,Full-time,Project Management and Information Technology,Media Production and Online Media,0.32,0.22
Implementation Consultant - Optimization (Russian speaking),Adjust,Russia,2021-10-07,< 25 applicants,adjust mobile marketing analytics platform trusted marketers around world solutions measuring optimizing campaigns protecting user data adjust powers thousands apps intelligence automation backed responsive global customer support 2021 adjust acquired applovin leading marketing software company providing developers powerful integrated set solutions grow mobile apps role implementation consultant optimization part team based moscow role deliver onboarding guidance enable customers using full value adjust products ultimately gain best insights campaigns optimization client lifecycle implementation consultant team operate onboarding new clients working closely teams asimplementation engineer technical account manager data science engineering sales additionally charge delivering exceptional customer experience plays major part mission retaining clients ensuring satisfaction adjust service way direct impact new revenue growth adjust responsibilities onboard prospective clients assist implementation process technical point contact drive implementation optimisation process make sure relevant stakeholder taken care step process define analyze metrics achieve implementation success provide tailored support solutions conduct business review client drive consistent optimization coordinate implementation engineer account manager sales data science engineering teams ensure full delivery results build client relationships relevant stakeholders ensure successful trial phase develop thorough understanding products solutions identify client scope targets leverage adjust product maximize roi bring solid experience guiding clients implementation process within marketing industry ability break complex topics simple terms ensure client understanding understanding deal clients quickly effectively manage client expectations especially advanced client inquiries exceptional written communication skills master email communication grasp basic data analysis technique proficiency excel tools like grep sql willingness travel relevant excellent communication skills english russian opportunity make impact industry working leader space collaborative environment focus continuous learning onboarding program like learn product remotely pandemic onsite berlin hq education budget ongoing professional development continuous learning flexible work schedule vacation policy wfh program remote online events workouts coffee chats team events games etc details company culture perks found career page interested let talk,Mid-Senior level,Full-time,Information Technology,"Computer Software, Marketing and Advertising, and Information Technology and Services",0.36,0.19
Senior Product Manager / Старший менеджер по препаратам Onco,Takeda,Russia,2021-10-02,< 25 applicants,clicking apply button understand employment application process takeda commence information provide application processed line takeda privacy notice terms use attest information submit employment application true best knowledge job description everyone matters vital contributor inspiring bold mission https tasks develop support coordinate marketing strategy promotional mix across disease areas meet brand disease area performance objectives customer needs lead successfully team create deliver strategic operational plans appropriate brand order achieve financial performance targets leverage disease market knowledge working partnership team leverage customer insights use appropriate tools techniques accountable ensure accurate forecasting disease based robust patient model market knowledge accountable disease area budgets including forecasting expense management evaluation cost effectiveness estimate opportunities growth new launches assist analyzing market evolutions identifying growth levers potential manage innovation launches scorecard creation develop implement strategic marketing plans assigned brands astute identifying key customers stakeholders formulating activation strategies closely collaborate sales medical regulatory supply chain alliance management ensure timely develop execute effective pr communications strategy regional brands internal stakeholders healthcare professionals patients consumers develop right marketing promotion mix design right resources allocations achieving targets partner sales driving integration marketing edge sales edge practice sales force effectiveness sfe principles supporting call plan development sales force training design strategic portfolio product life cycle management plan possess knowledge assigned product therapeutic areas including disease characteristics clinical studies requirements candidate must intrinsically positive nature strongly driven possess leadership potential including clear ability communicate others strong business acumen strong marketing strategic planning execution strong analytical skills including clear understanding financial fundamentals proficiency working excel basic requirements effective verbal written communication skills english responsible interpersonal skills good team player ability work different essential university degree preferably combined mba recognized international institution minimum 2 years experience product management local regional capacity specialty care business understanding knowledge tender laws right pts pathway russia knowledge building specialty care russia perfect project management skills innovative approach strategic thinking strong analytical experience advanced user excel power point spacemen apollo soft english level offer competitive salary bonus system medical life insurance meal phone allowance corporate car laptop preferential programs employees corporate events celebrations ability learn colleagues unlimited opportunities professional empowering people shine locations moscow russia worker type employee worker regular time type full tim,Mid-Senior level,Full-time,Product Management and Marketing,Pharmaceuticals,0.4,0.24
Chinese speaking Customer Support Project Manager - Video Games,Keywords Studios,Russia,2021-10-08,< 25 applicants,keywords player support service line keywords studios company offers customer service positions exciting gaming industry pioneers leaders 20 years premier international provider services companies publish develop mmos virtual worlds social games casual games mobile games transmedia content also provide services online payment virtual goods providers looking experienced chinese speaking project manager cover asian business hours manage hand delivery multiple projects different sizes simultaneously responsible clients team leads agents player support project manager also track manage projects budget operational profitability ensure timely accurate billing well proactively manage changes projects scope identify potential risks devise contingency plans main responsibilities delivering projects successfully within budget quality scopes developing managing successful relationships keywords studios clients managing leading motivating coaching training ps team leads planning applying adapting project strategies support team leads management mentoring conducting performance management team leadership uses develops applies best practices business process outsourcing environment ensure correct quality control procedures carried facilitate team client meetings effectively manage client interaction conjunction project teams manage lead client interactions meetings responsible client account management communicate effectively clients identify needs evaluate alternative business solutions requirements minimum 2 years experience project management similar role video games related industry minimum 2 years experience client services management preferably video game industry experience player support customer service degree management asset relevant experience experience account management role asset formal project management techniques training asset excellent written verbal communication skills english chinese skills strong leadership skills abilities accountable responsible agile flexible change skillful conflict management giving constructive feedback results driven able lead team success encourages others keep high standard accuracy leads example honest open communication speaks meetings shares opinions understands able meet deadlines innovative analytical strong attention detail accuracy negotiation skills benefits work exciting projects international cooperation global brands schedule employee assistance program relocation assistance available certain cases,Mid-Senior level,Contract,Project Management,"Marketing and Advertising, Information Technology and Services, and Computer Software",0.2,0.17
Head of Projects (Wood and Paper),Airswift,Russia,2021-09-09,< 25 applicants,working international manufacturer wide range spray nozzles injectors spray systems looking colleague join young motivated team project manager woodworking industry pulp paper industry moscow main task develop company business industries russia republic belarus proactive sales search new customers work associated constant contact enterprises identifying needs offering solutions based compony products conducting technical commercial negotiations responsibilities development sales woodworking industry pulp paper industry selection equipment study technical specifications development specifications building relationships market participants preparation commercial proposal technical advice clients negotiations clients participation tenders main electronic platforms work crm system support proposals orders development industries business areas search interaction local partners localization technical solutions participation events exhibitions demos presentations tests requirements higher technical education field mechanics sales experience pulp paper industry woodworking industry 5 years successful experience selling premium products pulp paper industry woodworking experience b2b sales years ability build relationships clients ability build relationships customer different levels technologist director supply service director production understanding technological processes production paper cardboard mdf osb skills reading technical specifications drawings electrical circuits confident pc user knowledge microsoft office word excel power point english least level knowledge technical terminology ability conduct business correspondence personal qualities active life position purposefulness responsibility sociability diligence ability work independently team mutual assistance work results conditions salary accordance qualifications bonus program medical insurance registration according labor code russian federation service mobile communication traveling nature work,Mid-Senior level,Full-time,Management and Manufacturing,"Civil Engineering, Staffing and Recruiting, and Oil & Energy",0.28,0.12
Implementation Consultant - Optimization (Russian speaking),Adjust,Russia,2021-10-07,< 25 applicants,adjust mobile marketing analytics platform trusted marketers around world solutions measuring optimizing campaigns protecting user data adjust powers thousands apps intelligence automation backed responsive global customer support 2021 adjust acquired applovin leading marketing software company providing developers powerful integrated set solutions grow mobile apps role implementation consultant optimization part global team based petersburg role deliver onboarding guidance enable customers using full value adjust products ultimately gain best insights campaigns optimization client lifecycle implementation consultant team operate onboarding new clients working closely teams asimplementation engineer technical account manager data science engineering sales additionally charge delivering exceptional customer experience plays major part mission retaining clients ensuring satisfaction adjust service way direct impact new revenue growth adjust responsibilities onboard prospective clients assist implementation process technical point contact drive implementation optimisation process make sure relevant stakeholder taken care step process define analyze metrics achieve implementation success provide tailored support solutions conduct business review client drive consistent optimization coordinate implementation engineer account manager sales data science engineering teams ensure full delivery results build client relationships relevant stakeholders ensure successful trial phase develop thorough understanding products solutions identify client scope targets leverage adjust product maximize roi bring solid experience guiding clients implementation process within marketing industry ability break complex topics simple terms ensure client understanding understanding deal clients quickly effectively manage client expectations especially advanced client inquiries exceptional written communication skills master email communication grasp basic data analysis technique proficiency excel tools like grep sql willingness travel relevant excellent communication skills english russian opportunity make impact industry working leader space collaborative environment focus continuous learning onboarding program like learn product remotely pandemic onsite berlin hq education budget ongoing professional development continuous learning flexible work schedule vacation policy wfh program remote online events workouts coffee chats team events games etc details company culture perks found career page interested let talk,Mid-Senior level,Full-time,Information Technology,"Computer Software, Marketing and Advertising, and Information Technology and Services",0.36,0.19
VRM Technical Customer Service Engineer,Henkel,Russia,2021-09-18,< 25 applicants,henkel step henkel make difference craft career projects take full responsibility early stage unique brands markets around world open countless opportunities follow convictions explore new paths entrepreneurial mindset allows always think box take chance shape digital future together us role technical customer service engineer henkel vehicle repair maintenance vrm sbu drive top projects including new product initiatives engage involve sales marketing initiatives programs specialized training customers distribution oes glass fitters fleet agri mod local internal team technical sales engineers country technology webinars local marketing product certifications excellent team working relationship sales marketing team respond promptly customer calls queries responsible customer applications providing technical information recommending products methods use customer applications order develop sales products ensure date newest trends application technology markets served henkel vrm first customer new products developed r department testing appropriate application methods new materials prepare detailed test reports new initiatives existing products represent henkel vrm conferences trade shows meetings regarding avenues research new advances skills engineering graduate mechanical industrial chemical similar minimum years experience related field knowledge vehicle repair maintenance automotive aftermarket plus knowledge automotive aftermarket repair methods technologies plus preferably experience technical service manufacturing role automotive market fluency english written spoken must strong presentation communication skills proficient ms office prepared travel regular short term business trips area responsibility customers facilities driving license b,Mid-Senior level,Full-time,Sales and Engineering,Chemicals and Consumer Goods,0.24,0.14
Engineering Manager,Fivetran,Russia,2021-10-05,< 25 applicants,fivetran founding mission remained make access data simple reliable electricity fivetran customer data arrives warehouses canonical ready query engineering maintenance required proud organizations continue leverage technology every day become truly position overview mission ownership fivetran looking engineering manager join engineering leadership team working closely engineers product managers build future fivetran data platform engineering manager lead team engineers coordinate stakeholders company including product management support engineers sales engineers take full responsibility quality efficiency reliability focus areas build maintain team reliably delivers excellent results maintaining culture engagement fairness continuous improvement develop engineers team help advance careers recruit engineers amongst best industry outreach close diagnose resolve obstacles prevent team delivering software manage processes necessary operate team effectively contribute initiatives part engineering management team foster atmosphere continuous improvement serving coach mentor technical advisor job skills requirements 10 years industry experience years experience software engineering management role years experience working software engineer strong leadership skills proven ability motivate teams produce high quality software aptitude decision making demonstrated competency project program leadership ability develop communicate effective vision get stakeholders ability assess iterate within evolving software services environment perks working us medical insurance employees children life health insurance additional sick leave compensation professional development training opportunities english classes cell phone reimbursement unlimited coffee office frequent catered lunches company happy hours fun team building activities honored valued billion importantly proud core values integrity initiative one team one dream learn fivetran culture like part team click enjoy video learn candidate privacy policy read statement,Mid-Senior level,Full-time,Engineering and Information Technology,"Information Technology and Services, Computer Software, and Internet",0.24,0.19
Retrofit Manager,Howden,Russia,2021-10-02,< 25 applicants,big picture howden global engineering business focus providing clients industrial products help multiple sectors improve everyday processes howden core focus providing quality solutions air gas handling century experience retrofit manager responsible implementing howden equipment development strategy developing retrofit direction russia cis needs done shape customer needs retrofit equipment propose complex technical solutions prepare proposals support fulfill contracts achieve performance targets sales volume profit margin retrofit equipment continuous professional development accumulation knowledge obtained training practice application need bring higher education prominent technical knowledge complex compressor equipment relevant working experience oil gas petrochemical power sectors good networker able make good relationships customers sales representatives internal customers advanced pc user microsoft office word excel powerpoint outlook etc good command english must experienced sales strong skills sales customer base market cultivation strong negotiation customer problem solving skills strong interpersonal skills active listening concise communication oral written skills teamwork strong analytical abilities strong presentation skills efficient time management planning use client communication channels get return opportunity work global engineering organization challenging dynamic role great development opportunities offer competitive salary along great benefits package advantages working howden worldwide business liaise colleagues 27 countries offer global local 6000 employees world leading engineers create cutting edge developments part 160 years innovation development continues today digital solutions howden strong corporate identity purpose member team shaping future world tackling pressing issues facing planet products organization revolving around culture promotes individual development enhance important asset people,Mid-Senior level,Full-time,Other,"Machinery, Mechanical or Industrial Engineering, and Staffing and Recruiting",0.24,0.19
